Year,Year_Scaled,Year_STD,Month,Keywords,Abstract,Abstract_Cleaned,Abstract Length,Keywords_Cleaned,Number of Keywords,Month_Cleaned
2011,0.4859270479699689,169.21384473605355,July,"['Intense monitoring', 'Board committees', 'Strategic advising', 'Firm value']","We study the effects of the intensity of board monitoring on directors' effectiveness in performing their monitoring and advising duties. We find that monitoring quality improves when a majority of independent directors serve on at least two of the three principal monitoring committees. These firms exhibit greater sensitivity of CEO turnover to firm performance, lower excess executive compensation, and reduced earnings management. The improvement in monitoring quality comes at the significant cost of weaker strategic advising and greater managerial myopia. Firms with boards that monitor intensely exhibit worse acquisition performance and diminished corporate innovation. Firm value results suggest that the negative advising effects outweigh the benefits of improved monitoring, especially when acquisitions or corporate innovation are significant value drivers or the firm's operations are complex.",studi effect intens board monitor director effect perform monitor advis duties find monitor qualiti improv major independ director serv least two three princip monitor committees firm exhibit greater sensit ceo turnov firm performance lower excess execut compensation reduc earn management improv monitor qualiti come signific cost weaker strateg advis greater manageri myopia firm board monitor intens exhibit wors acquisit perform diminish corpor innovation firm valu result suggest negat advis effect outweigh benefit improv monitoring especi acquisit corpor innov signific valu driver firm oper complex,907,"['intens monitor', 'board committe', 'strateg advis', 'firm valu']",4,7
2011,0.4859270479699689,169.21384473605355,February,"['Business groups', 'Family firms', 'Pyramids', 'Cross-shareholdings', 'Tunneling', 'Mergers and acquisitions']","We study the evolution of Korean chaebols (business groups) using ownership data. Chaebols grow vertically (as pyramids) when the controlling family uses well-established group firms (“central firms”) to acquire firms with low pledgeable income and high acquisition premiums. Chaebols grow horizontally (through direct ownership) when the family acquires firms with high pledgeable income and low acquisition premiums. Central firms trade at a relative discount, due to shareholders’ anticipation of value-destroying acquisitions. Our evidence is consistent with the selection of firms into different positions in the chaebol and ascribes the underperformance of pyramidal firms to a selection effect rather than tunneling.",studi evolut korean chaebol busi groups use ownership data chaebol grow vertic as pyramids control famili use wellestablish group firm central firms acquir firm low pledgeabl incom high acquisit premiums chaebol grow horizont through direct ownership famili acquir firm high pledgeabl incom low acquisit premiums central firm trade relat discount due sharehold anticip valuedestroy acquisitions evid consist select firm differ posit chaebol ascrib underperform pyramid firm select effect rather tunneling,723,"['busi group', 'famili firm', 'pyramid', 'cross-sharehold', 'tunnel', 'merger and acquisit']",6,2
2011,0.4859270479699689,169.21384473605355,December,"['Mergers and acquisitions', 'Credit lines', 'Cash', 'Asset-specificity', 'Financial distress']","We study the interplay between corporate liquidity and asset reallocation. Our model shows that financially distressed firms are acquired by liquid firms in their industries even in the absence of operational synergies. We call these transactions “liquidity mergers,” since their purpose is to reallocate liquidity to firms that are otherwise inefficiently terminated. We show that liquidity mergers are more likely to occur when industry-level asset-specificity is high and firm-level asset-specificity is low. We analyze firms' liquidity policies as a function of real asset reallocation, examining the trade-offs between cash and credit lines. We verify the model's prediction that liquidity mergers are more likely to occur in industries in which assets are industry-specific, but transferable across firms. We also show that firms are more likely to use credit lines (relative to cash) in industries in which liquidity mergers are more frequent.",studi interplay corpor liquid asset reallocation model show financi distress firm acquir liquid firm industri even absenc oper synergies call transact liquid mergers sinc purpos realloc liquid firm otherwis ineffici terminated show liquid merger like occur industrylevel assetspecif high firmlevel assetspecif low analyz firm liquid polici function real asset reallocation examin tradeoff cash credit lines verifi model predict liquid merger like occur industri asset industryspecific transfer across firms also show firm like use credit line relat cash industri liquid merger frequent,950,"['merger and acquisit', 'credit line', 'cash', 'asset-specif', 'financi distress']",5,12
2011,0.4859270479699689,169.21384473605355,November,"['Banks', 'Liquidity', 'Money markets', 'Repos', 'Imbalance', 'Short squeezing', 'Financial health', 'Liquidity networks', 'State guarantees']","We study the prices that individual banks pay for liquidity (captured by borrowing rates in repos with the central bank and benchmarked by the overnight index swap) as a function of market conditions and bank characteristics. These prices depend in particular on the distribution of liquidity across banks, which is calculated over time using individual bank-level data on reserve requirements and actual holdings. Banks pay more for liquidity when positions are more imbalanced across banks, consistent with the existence of short squeezing. We also show that small banks pay more for liquidity and are more vulnerable to squeezes. Healthier banks pay less but, contrary to what one might expect, banks in formal liquidity networks do not. State guarantees reduce the price of liquidity but do not protect against squeezes.",studi price individu bank pay liquid captur borrow rate repo central bank benchmark overnight index swap function market condit bank characteristics price depend particular distribut liquid across banks calcul time use individu banklevel data reserv requir actual holdings bank pay liquid posit imbalanc across banks consist exist short squeezing also show small bank pay liquid vulner squeezes healthier bank pay less but contrari one might expect bank formal liquid network not state guarante reduc price liquid protect squeezes,824,"['bank', 'liquid', 'money market', 'repo', 'imbal', 'short squeez', 'financi health', 'liquid network', 'state guarante']",9,11
2011,0.4859270479699689,169.21384473605355,January,"['Access to finance', 'Economic growth']","We study the relation between access to finance and productivity. Our contribution to the literature is a clean identification of a causal effect of access to finance on productivity. Specifically, we exploit an exogenous shift in demand for a product to expose how producers adapt their productivity in the presence of varying levels of access to finance. We use a triple differences testing approach and find that production increases the most over the sample period in areas with relatively strong access to finance, even in comparison with a control group. This result is statistically significant and robust to a variety of controls, alternative variables, and tests. The causal effect of access to finance on productivity that we find speaks to the larger role of finance in economic growth.",studi relat access financ productivity contribut literatur clean identif causal effect access financ productivity specifically exploit exogen shift demand product expos produc adapt product presenc vari level access finance use tripl differ test approach find product increas sampl period area relat strong access finance even comparison control group result statist signific robust varieti controls altern variables tests causal effect access financ product find speak larger role financ econom growth,797,"['access to financ', 'econom growth']",2,1
2011,0.4859270479699689,169.21384473605355,December,"['Mutual funds', 'Flow-driven trading', 'Non-fundamental risk']","We study the relation between the ownership structure of financial assets and non-fundamental risk. We define an asset to be fragile if it is susceptible to non-fundamental shifts in demand. An asset can be fragile because of concentrated ownership, or because its owners face correlated or volatile liquidity shocks, i.e., they must buy or sell at the same time. We formalize this idea and apply it to mutual fund ownership of US stocks. Consistent with our predictions, fragility strongly predicts price volatility. We then extend the logic of fragility to investigate two natural extensions: (1) the forecast of stock return comovement and (2) the potentially destabilizing impact of arbitrageurs on stock prices.",studi relat ownership structur financi asset nonfundament risk defin asset fragil suscept nonfundament shift demand asset fragil becaus concentr ownership becaus owner face correl volatil liquid shocks ie must buy sell time formal idea appli mutual fund ownership us stocks consist predictions fragil strong predict price volatility extend logic fragil investig two natur extensions 1 forecast stock return comov 2 potenti destabil impact arbitrageur stock prices,716,"['mutual fund', 'flow-driven trade', 'non-fundament risk']",3,12
2011,0.4859270479699689,169.21384473605355,January,"['Cluster standard errors', 'Panel data', 'Finance panel data']","When estimating finance panel regressions, it is common practice to adjust standard errors for correlation either across firms or across time. These procedures are valid only if the residuals are correlated either across time or across firms, but not across both. This paper shows that it is very easy to calculate standard errors that are robust to simultaneous correlation along two dimensions, such as firms and time. The covariance estimator is equal to the estimator that clusters by firm, plus the estimator that clusters by time, minus the usual heteroskedasticity-robust ordinary least squares (OLS) covariance matrix. Any statistical package with a clustering command can be used to easily calculate these standard errors.",estim financ panel regressions common practic adjust standard error correl either across firm across time procedur valid onli residu correl either across time across firms across both paper show veri easi calcul standard error robust simultan correl along two dimensions firm time covari estim equal estim cluster firm plus estim cluster time minus usual heteroskedasticityrobust ordinari least squar ols covari matrix ani statist packag cluster command use easili calcul standard errors,731,"['cluster standard error', 'panel data', 'financ panel data']",3,1
2011,0.4859270479699689,169.21384473605355,February,"['Time-varying risk premiums', 'Payroll growth', 'Hiring rate', 'Search and matching frictions', 'Labor markets']","Within the standard search and matching model, time-to-build implies that high aggregate risk premiums should forecast low employment growth in the short run but high employment growth in the long run. If there is also time-to-plan, high risk premiums should forecast low net hiring rates in the short run but high net hiring rates in the long run. Our evidence indicates two-quarter time-to-build in the aggregate payroll data, no time-to-plan in the aggregate hiring data, but two-quarter time-to-plan in the job creation data for manufacturing firms. High payroll growth and high net job creation rate in manufacturing also forecast low stock market excess returns at business cycle frequencies.",within standard search match model timetobuild impli high aggreg risk premium forecast low employ growth short run high employ growth long run also timetoplan high risk premium forecast low net hire rate short run high net hire rate long run evid indic twoquart timetobuild aggreg payrol data timetoplan aggreg hire data twoquart timetoplan job creation data manufactur firms high payrol growth high net job creation rate manufactur also forecast low stock market excess return busi cycl frequencies,698,"['time-vari risk premium', 'payrol growth', 'hire rate', 'search and match friction', 'labor market']",5,2
2011,0.4859270479699689,169.21384473605355,August,"['Dynamic portfolio choice', 'Labor income', 'Life cycle', 'Stock allocation', 'Stock market participation']","Young agents with low wealth-income ratios counter factually hold more stock than young, rich agents and old agents using the standard portfolio choice model with i.i.d. stock returns and labor income. This paper matches the countercyclical volatility and procyclical mean of U.S. labor income and finds that, consistent with U.S. data, young, poor agents now hold less stock than both young, rich agents and old agents, and no stock a large fraction of the time. Our results suggest that the predictability of labor income growth at a business-cycle frequency, particularly the countercyclical variation in volatility, plays an important role in a young agent's decision making about her portfolio's stock holding.",young agent low wealthincom ratio counter factual hold stock young rich agent old agent use standard portfolio choic model iid stock return labor income paper match countercycl volatil procycl mean us labor incom find that consist us data young poor agent hold less stock young rich agent old agents stock larg fraction time result suggest predict labor incom growth businesscycl frequency particular countercycl variat volatility play import role young agent decis make portfolio stock holding,715,"['dynam portfolio choic', 'labor incom', 'life cycl', 'stock alloc', 'stock market particip']",5,8
2010,0.40176876336000156,169.12970060639861,March,"['Continuous time methods', 'Default', 'Implicit guarantees', 'Risk management', 'Bailouts']","A firm's termination leads to bankruptcy costs. This may create an incentive for outside stakeholders or the firm's debtholders to bail out the firm as bankruptcy looms. Because of this implicit guarantee, firm shareholders have an incentive to increase volatility in order to exploit the implicit protection. However, if they increase volatility too much they may induce the guarantee-extending parties to “walk away.” I derive the optimal risk management rule in such a framework and show that it allows high volatility choices, while net worth is high. However, risk limits tighten abruptly when the firm's net worth declines below an endogenously determined threshold. Hence, the model reproduces the qualitative features of existing risk management rules, and can account for phenomena such as “flight to quality.”",firm termin lead bankruptci costs may creat incent outsid stakehold firm debthold bail firm bankruptci looms becaus implicit guarantee firm sharehold incent increas volatil order exploit implicit protection however increas volatil much may induc guaranteeextend parti walk away deriv optim risk manag rule framework show allow high volatil choices net worth high however risk limit tighten abrupt firm net worth declin endogen determin threshold hence model reproduc qualit featur exist risk manag rules account phenomena flight quality,819,"['continu time method', 'default', 'implicit guarante', 'risk manag', 'bailout']",5,3
2010,0.40176876336000156,169.12970060639861,December,"['Corporate venture capital', 'Acquisitions', 'Entrepreneurial finance', 'Governance', 'Overconfidence']","A prominent motive for corporate venture capital (CVC) is the identification of entrepreneurial-firm acquisition opportunities. Consistent with this view, we find that one of every five startups purchased by 61 top corporate investors from 1987 through 2003 is a venture portfolio company of its acquirer. Surprisingly, our analysis reveals that takeovers of portfolio companies destroy significant value for shareholders of acquisitive CVC investors, even though these same investors are “good acquirers” of other entrepreneurial firms. We explore numerous explanations for these puzzling findings, which seem rooted in managerial overconfidence or agency problems at the program level.",promin motiv corpor ventur capit cvc identif entrepreneurialfirm acquisit opportunities consist view find one everi five startup purchas 61 top corpor investor 1987 2003 ventur portfolio compani acquirer surprisingly analysi reveal takeov portfolio compani destroy signific valu sharehold acquisit cvc investors even though investor good acquirers entrepreneuri firms explor numer explan puzzl findings seem root manageri overconfid agenc problem program level,687,"['corpor ventur capit', 'acquisit', 'entrepreneuri financ', 'govern', 'overconfid']",5,12
2010,0.40176876336000156,169.12970060639861,June,"['Trade credit', 'Collateral', 'Financial constraints', 'Asset tangibility', 'Creditor protection']","Assuming that firms’ suppliers are better able to extract value from the liquidation of assets in default and have an information advantage over other creditors, the paper derives six predictions on the use of trade credit. (1) Financially unconstrained firms (with unused bank credit lines) take trade credit to exploit the supplier's liquidation advantage. (2) If inputs purchased on account are sufficiently liquid, the reliance on trade credit does not depend on credit rationing. (3) Firms buying goods make more purchases on account than those buying services, while suppliers of services offer more trade credit than those of standardized goods. (4) Suppliers lend inputs to their customers but not cash. (5) Greater reliance on trade credit is associated with more intensive use of tangible inputs. (6) Better creditor protection decreases both the use of trade credit and input tangibility.",assum firm supplier better abl extract valu liquid asset default inform advantag creditors paper deriv six predict use trade credit 1 financi unconstrain firm with unus bank credit lines take trade credit exploit supplier liquid advantage 2 input purchas account suffici liquid relianc trade credit doe depend credit rationing 3 firm buy good make purchas account buy services supplier servic offer trade credit standard goods 4 supplier lend input custom cash 5 greater relianc trade credit associ intens use tangibl inputs 6 better creditor protect decreas use trade credit input tangibility,899,"['trade credit', 'collater', 'financi constraint', 'asset tangibl', 'creditor protect']",5,6
2010,0.40176876336000156,169.12970060639861,February,"['Event effect', 'Reversal effect', 'Market sentiment', 'Behavioral finance', 'Disasters']","Behavioral economic studies reveal that negative sentiment driven by bad mood and anxiety affects investment decisions and may hence affect asset pricing. In this study we examine the effect of aviation disasters on stock prices. We find evidence of a significant negative event effect with an average market loss of more than $60 billion per aviation disaster, whereas the estimated actual loss is no more than $1 billion. In two days a price reversal occurs. We find the effect to be greater in small and riskier stocks and in firms belonging to less stable industries. This event effect is also accompanied by an increase in the perceived risk: implied volatility increases after aviation disasters without an increase in actual volatility.",behavior econom studi reveal negat sentiment driven bad mood anxieti affect invest decis may henc affect asset pricing studi examin effect aviat disast stock prices find evid signific negat event effect averag market loss 60 billion per aviat disaster wherea estim actual loss 1 billion two day price revers occurs find effect greater small riskier stock firm belong less stabl industries event effect also accompani increas perceiv risk impli volatil increas aviat disast without increas actual volatility,743,"['event effect', 'revers effect', 'market sentiment', 'behavior financ', 'disast']",5,2
2010,0.40176876336000156,169.12970060639861,November,"['Initial public offerings', 'Investment banking', 'Auctions']","Between 1999 and 2007, WR Hambrecht completed 19 initial public offerings (IPOs) in the US using an auction mechanism. We analyze investor behavior and mechanism performance in these auctioned IPOs using detailed bidding data. The existence of some bids posted at high prices suggests that some investors (mostly retail) try to free-ride on the mechanism. But institutional demand in these auctions is very elastic, suggesting that institutional investors reveal information in the bidding process. Investor participation is largely predictable based on deal size, and demand is dominated by institutions. Flipping is at most as prevalent in auctions as in bookbuilt deals. But, unlike in bookbuilding, investors in auctions do not flip their shares more in “hot” deals. Finally, we find that institutional investors, who provide more information, are rewarded by obtaining a larger share of the deals that have higher 10-day underpricing. Our results therefore suggest that auctioned IPOs can be an effective alternative to traditional bookbuilding.",1999 2007 wr hambrecht complet 19 initi public offer ipos us use auction mechanism analyz investor behavior mechan perform auction ipo use detail bid data exist bid post high price suggest investor most retail tri freerid mechanism institut demand auction veri elastic suggest institut investor reveal inform bid process investor particip larg predict base deal size demand domin institutions flip preval auction bookbuilt deals but unlik bookbuilding investor auction flip share hot deals finally find institut investors provid information reward obtain larger share deal higher 10day underpricing result therefor suggest auction ipo effect altern tradit bookbuilding,1050,"['initi public offer', 'invest bank', 'auction']",3,11
2010,0.40176876336000156,169.12970060639861,March,"['Seasoned equity offerings (SEOs)', 'Market timing', 'Corporate lifecycle', 'Cash balances']","Both a firm's market-timing opportunities and its corporate lifecycle stage exert statistically and economically significant influences on the probability that it conducts a seasoned equity offering (SEO), with the lifecycle effect empirically stronger. Neither effect adequately explains SEO decisions because a near-majority of issuers are not growth firms and the vast majority of firms with high M/B ratios and high recent and poor future stock returns fail to issue stock. Since without the offer proceeds 62.6% of issuers would run out of cash (81.1% would have subnormal cash balances) the year after the SEO, a near-term cash need is the primary SEO motive, with market-timing opportunities and lifecycle stage exerting only ancillary influences.",firm markettim opportun corpor lifecycl stage exert statist econom signific influenc probabl conduct season equiti offer seo lifecycl effect empir stronger neither effect adequ explain seo decis becaus nearmajor issuer growth firm vast major firm high mb ratio high recent poor futur stock return fail issu stock sinc without offer proceed 626 issuer would run cash 811 would subnorm cash balances year seo nearterm cash need primari seo motive markettim opportun lifecycl stage exert onli ancillari influences,754,"['season equiti offer (seos)', 'market time', 'corpor lifecycl', 'cash balanc']",4,3
2010,0.40176876336000156,169.12970060639861,March,"['Corporate governance', 'Product market competition', 'Anti-takeover legislation']","By reducing the threat of a hostile takeover, business combination (BC) laws weaken corporate governance and increase the opportunity for managerial slack. Consistent with the notion that competition mitigates managerial slack, we find that while firms in non-competitive industries experience a significant drop in operating performance after the laws’ passage, firms in competitive industries experience no significant effect. When we examine which agency problem competition mitigates, we find evidence in support of a “quiet-life” hypothesis. Input costs, wages, and overhead costs all increase after the laws’ passage, and only so in non-competitive industries. Similarly, when we conduct event studies around the dates of the first newspaper reports about the BC laws, we find that while firms in non-competitive industries experience a significant stock price decline, firms in competitive industries experience a small and insignificant stock price impact.",reduc threat hostil takeover busi combin bc law weaken corpor govern increas opportun manageri slack consist notion competit mitig manageri slack find firm noncompetit industri experi signific drop oper perform law passage firm competit industri experi signific effect examin agenc problem competit mitigates find evid support quietlife hypothesis input costs wages overhead cost increas law passage onli noncompetit industries similarly conduct event studi around date first newspap report bc laws find firm noncompetit industri experi signific stock price decline firm competit industri experi small insignific stock price impact,964,"['corpor govern', 'product market competit', 'anti-takeov legisl']",3,3
2010,0.40176876336000156,169.12970060639861,July,"['Director independence', 'New director appointment', 'Director influence', 'Interlocked boards', 'Governance']","Companies actively seek to appoint outside CEOs to their boards. Consistent with our matching theory of outside CEO board appointments, we show that such appointments have a certification benefit for the appointing firm. CEOs are more likely to join boards of large established firms that are geographically close, pursue similar financial and investment policies, and have comparable governance to their own firms. The first outside CEO director appointment has a higher stock-price reaction than the appointment of another outside director. Except for a decrease in operating performance following the appointment of an interlocked director, CEO directors do not affect the appointing firm's operating performance, decision-making, and CEO compensation.",compani activ seek appoint outsid ceo boards consist match theori outsid ceo board appointments show appoint certif benefit appoint firm ceo like join board larg establish firm geograph close pursu similar financi invest policies compar govern firms first outsid ceo director appoint higher stockpric reaction appoint anoth outsid director except decreas oper perform follow appoint interlock director ceo director affect appoint firm oper performance decisionmaking ceo compensation,755,"['director independ', 'new director appoint', 'director influenc', 'interlock board', 'govern']",5,7
2010,0.40176876336000156,169.12970060639861,February,"['Capital structure', 'Financing policy', 'Deregulation']","Deregulation significantly affects the firms’ operating environment and leverage decisions. Firms experience a significant decline in profitability, asset tangibility and a significant increase in growth opportunities following deregulation. Firms respond by reducing leverage. Deregulation also significantly affects the cross-sectional relation between leverage and its determinants. Leverage is much less negatively correlated with profitability and market-to-book and much more positively (negatively) correlated with firm size (earnings volatility) following deregulation. These results are consistent with the dynamic tradeoff theory of capital structure. Also consistent with the dynamic tradeoff theory, those firms that are more likely to be above their target capital structure issue significantly more equity in the first few years following deregulation.",deregul signific affect firm oper environ leverag decisions firm experi signific declin profitability asset tangibl signific increas growth opportun follow deregulation firm respond reduc leverage deregul also signific affect crosssect relat leverag determinants leverag much less negat correl profit markettobook much posit negatively correl firm size earn volatility follow deregulation result consist dynam tradeoff theori capit structure also consist dynam tradeoff theory firm like abov target capit structur issu signific equiti first year follow deregulation,866,"['capit structur', 'financ polici', 'deregul']",3,2
2010,0.40176876336000156,169.12970060639861,July,"['Liquidity', 'Uncertainty', 'Subprime crisis', 'Fair value accounting']","During the 2007–2009 financial crisis there was little or no trading in a variety of financial assets, even though bid and ask prices existed for many of these assets. We develop a model in which this illiquidity arises from uncertainty, and we argue that this new form of illiquidity makes bid and ask prices unsuitable as metrics for establishing “fair value” for these assets. We show how the extreme uncertainty that traders face can be characterized by incomplete preferences over portfolios, and we use Bewley's (2002) model of decision making under uncertainty to derive equilibrium quotes and the nonexistence of trading at these quotes. We then suggest alternatives for valuing assets in illiquid markets.",dure 20072009 financi crisi littl trade varieti financi assets even though bid ask price exist mani assets develop model illiquid aris uncertainty argu new form illiquid make bid ask price unsuit metric establish fair value assets show extrem uncertainti trader face character incomplet prefer portfolios use bewley 2002 model decis make uncertainti deriv equilibrium quot nonexist trade quotes suggest altern valu asset illiquid markets,714,"['liquid', 'uncertainti', 'subprim crisi', 'fair valu account']",4,7
2010,0.40176876336000156,169.12970060639861,September,[],"During the financial crisis that started in 2007, the U.S. government has used a variety of tools to try to rehabilitate the U.S. banking industry. Many of those strategies were also used in Japan to combat its banking problems in the 1990s. There are also a surprising number of other similarities between the current U.S. crisis and the recent Japanese crisis. The Japanese policies were only partially successful in recapitalizing the banks until the economy finally started to recover in 2003. From these unsuccessful attempts, we derive eight lessons. In light of these eight lessons, we assess the policies the U.S. has pursued. The U.S. has ignored three of the lessons and it is too early to evaluate the U.S. policies with respect to four of the others. So far, the U.S. has avoided Japan's problem of having impaired banks prop up zombie firms.",dure financi crisi start 2007 us govern use varieti tool tri rehabilit us bank industry mani strategi also use japan combat bank problem 1990s also surpris number similar current us crisi recent japanes crisis japanes polici onli partial success recapit bank economi final start recov 2003 unsuccess attempts deriv eight lessons light eight lessons assess polici us pursued us ignor three lesson earli evalu us polici respect four others far us avoid japan problem impair bank prop zombi firms,854,[''],0,9
2010,0.40176876336000156,169.12970060639861,January,"['Leasing', 'Collateral', 'Asset liquidity']","Financial contracting theories agree that more-liquid assets decrease the expected cost of external financing, thus making leasing more attractive and reducing lessors’ equilibrium return. However, the literature has ambiguous predictions about the effect of liquidity on the maturity of leases. These predictions are further complicated by the existence of two types of lease contracts—operating and capital—that differ in whether asset ownership transfers to the lessee at the end of the contract. Using data from commercial aircraft, I find that more-liquid assets (1) make leasing, operating leasing in particular, more likely; (2) have shorter operating leases; (3) have longer capital leases; and (4) command lower markups of operating lease rates.",financi contract theori agre moreliquid asset decreas expect cost extern financing thus make leas attract reduc lessor equilibrium return however literatur ambigu predict effect liquid matur leases predict complic exist two type leas contractsoper capitalthat differ whether asset ownership transfer lesse end contract use data commerci aircraft find moreliquid asset 1 make leasing oper leas particular likely 2 shorter oper leases 3 longer capit leases 4 command lower markup oper leas rates,754,"['leas', 'collater', 'asset liquid']",3,1
2010,0.40176876336000156,169.12970060639861,September,"['Contagion', 'Asset-backed securities', 'Subprime CDOs', 'Liquidity', 'Toxic assets']","I conduct an empirical investigation into the pricing of subprime asset-backed collateralized debt obligations (CDOs) and their contagion effects on other markets. Using data for the ABX subprime indexes, I find strong evidence of contagion in the financial markets. The results support the hypothesis that financial contagion was propagated primarily through liquidity and risk-premium channels, rather than through a correlated-information channel. Surprisingly, ABX index returns forecast stock returns and Treasury and corporate bond yield changes by as much as three weeks ahead during the subprime crisis. This challenges the popular view that the market prices of these “toxic assets” were unreliable; the results suggest that significant price discovery did in fact occur in the subprime market during the crisis.",conduct empir investig price subprim assetback collater debt oblig cdos contagion effect markets use data abx subprim indexes find strong evid contagion financi markets result support hypothesi financi contagion propag primarili liquid riskpremium channels rather correlatedinform channel surprisingly abx index return forecast stock return treasuri corpor bond yield chang much three week ahead dure subprim crisis challeng popular view market price toxic assets unreliable result suggest signific price discoveri fact occur subprim market dure crisis,821,"['contagion', 'asset-back secur', 'subprim cdos', 'liquid', 'toxic asset']",5,9
2010,0.40176876336000156,169.12970060639861,June,"['Correlation', 'Roll critique']","If the Roll critique is important, changes in the variance of the stock market may be only weakly related to changes in aggregate risk and subsequent stock market excess returns. However, since individual stock returns share a common sensitivity to true market return shocks, higher aggregate risk can be revealed by higher correlation between stocks. In addition, a change in stock market variance that leaves aggregate risk unchanged can have a zero or even negative effect on the stock market risk premium. We show that the average correlation between daily stock returns predicts subsequent quarterly stock market excess returns. We also show that changes in stock market risk holding average correlation constant can be interpreted as changes in the average variance of individual stocks. Such changes have a negative relation with future stock market excess returns.",roll critiqu important chang varianc stock market may onli weak relat chang aggreg risk subsequ stock market excess returns however sinc individu stock return share common sensit true market return shocks higher aggreg risk reveal higher correl stocks addition chang stock market varianc leav aggreg risk unchang zero even negat effect stock market risk premium show averag correl daili stock return predict subsequ quarter stock market excess returns also show chang stock market risk hold averag correl constant interpret chang averag varianc individu stocks chang negat relat futur stock market excess returns,872,"['correl', 'roll critiqu']",2,6
2010,0.40176876336000156,169.12970060639861,July,"['Marketing of securities', 'Follow-on offerings', 'Seasoned equity offerings', 'Bookbuilding']","In an accelerated seasoned equity offering (SEO), an issuer foregoes the investment bank's marketing efforts in return for a lower fee. To explain why many issuing firms choose a higher cost fully marketed offer, we posit that the marketing effort flattens the issuer's short-run demand curve. Alternatively stated, with a fully marketed offer, the issuer is paying investment bankers to create demand, making the elasticity of demand at the time of issuance an endogenous choice variable. Empirical analysis shows that both the pre-issue elasticity of the issuing firm's demand curve and the offer size are important determinants of the offer method choice. We find evidence of a large transitory increase in the elasticity of demand for issuers conducting fully marketed SEOs.",acceler season equiti offer seo issuer forego invest bank market effort return lower fee explain whi mani issu firm choos higher cost fulli market offer posit market effort flatten issuer shortrun demand curve altern stated fulli market offer issuer pay invest banker creat demand make elast demand time issuanc endogen choic variable empir analysi show preissu elast issu firm demand curv offer size import determin offer method choice find evid larg transitori increas elast demand issuer conduct fulli market seos,778,"['market of secur', 'follow-on offer', 'season equiti offer', 'bookbuild']",4,7
2010,0.40176876336000156,169.12970060639861,May,"['Limited participation', 'Insurance', 'Saving', 'Consumption']","In this paper, we show that the existence of a large, negative wealth shock and insufficient insurance against such a shock could explain both the limited stock market participation puzzle and the low-consumption–high-savings puzzle. We then conduct an empirical analysis on the relation between household portfolio choices and access to private insurance and various types of government safety nets. The empirical results demonstrate that a lack of insurance against large, negative wealth shocks is positively correlated with lower participation rates and higher saving rates. Overall, the evidence suggests an important role of insurance in household investment and savings decisions.",paper show exist large negat wealth shock insuffici insur shock could explain limit stock market particip puzzl lowconsumptionhighsav puzzle conduct empir analysi relat household portfolio choic access privat insur various type govern safeti nets empir result demonstr lack insur large negat wealth shock posit correl lower particip rate higher save rates overall evid suggest import role insur household invest save decisions,687,"['limit particip', 'insur', 'save', 'consumpt']",4,5
2010,0.40176876336000156,169.12970060639861,March,"['Venture capital', 'Preferred stock', 'Liquidation preferences', 'Corporate governance', 'Incomplete contracting']","Incomplete contracting theory suggests that venture capitalist (VC) cash flow rights, including liquidation preferences, could be subject to renegotiation. Using a hand-collected data set of sales of Silicon Valley firms, we find common shareholders do sometimes receive payment before VCs’ liquidation preferences are satisfied. However, such deviations from VCs' cash flow rights tend to be small. We also find that renegotiation is more likely when governance arrangements, including the firm's choice of corporate law, give common shareholders more power to impede the sale. Our study provides support for incomplete contracting theory, improves understanding of VC exits, and suggests that choice of corporate law matters in private firms.",incomplet contract theori suggest ventur capitalist vc cash flow rights includ liquid preferences could subject renegotiation use handcollect data set sale silicon valley firms find common sharehold sometim receiv payment befor vcs liquid prefer satisfied however deviat vcs cash flow right tend small also find renegoti like govern arrangements includ firm choic corpor law give common sharehold power imped sale studi provid support incomplet contract theory improv understand vc exits suggest choic corpor law matter privat firms,744,"['ventur capit', 'prefer stock', 'liquid prefer', 'corpor govern', 'incomplet contract']",5,3
2010,0.40176876336000156,169.12970060639861,May,"['Asset pricing', 'Cross-sectional tests', 'Power']","It has become standard practice in the cross-sectional asset pricing literature to evaluate models based on how well they explain average returns on size-B/M portfolios, something many models seem to do remarkably well. In this paper, we review and critique the empirical methods used in the literature. We argue that asset pricing tests are often highly misleading, in the sense that apparently strong explanatory power (high cross-sectional R2s and small pricing errors) can provide quite weak support for a model. We offer a number of suggestions for improving empirical tests and evidence that several proposed models do not work as well as originally advertised.",becom standard practic crosssect asset price literatur evalu model base well explain averag return sizebm portfolios someth mani model seem remark well paper review critiqu empir method use literature argu asset price test often high misleading sens appar strong explanatori power high crosssect r2s small price errors provid quit weak support model offer number suggest improv empir test evid sever propos model work well origin advertised,667,"['asset price', 'cross-sect test', 'power']",3,5
