Token,Frequency,Year
loan market competit,1,2007
soft inform,1,2007
specif test,1,2007
manageri entrench,1,2007
financi cris,1,2007
fama-macbeth,1,2007
cross-sect regress,1,2007
bubbl,2,2007
hedg fund perform,2,2007
term structur,2,2007
expect return,2,2007
invest,3,2007
bankruptci,3,2007
real opt,3,2007
stochast volatil,3,2007
liquid,3,2007
execut compen,3,2007
initi public off,3,2007
emerg market,3,2007
monitor,3,2007
financi develop,3,2007
asset pric,4,2007
season equiti off,1,2007
ipo,4,2007
bank,6,2007
corpor govern,7,2007
mutual fund,7,2007
conflict of interest,7,2007
institut investor,3,2007
factor model,1,2007
underwrit,3,2007
stock opt,2,2007
signal,2,2007
financ constraint,2,2007
analyst recommend,2,2007
trade,2,2007
market tim,2,2007
collat,2,2007
ladder,2,2007
behavior financ,2,2007
market effici,2,2007
investor protect,2,2007
momentum,2,2007
ipo underpr,2,2007
cash hold,2,2007
return predict,2,2007
univers bank,2,2007
credit risk,2,2007
product market competit,2,2007
invest bank,3,2007
bayesian,1,2007
bank relationship,4,2007
bootstrap,1,2007
govern,1,2007
continu tim,1,2007
optim stop,1,2007
retir,1,2007
portfolio cho,1,2007
save,1,2007
firm-specif risk,1,2007
market risk,1,2007
margin propens to consum,1,2007
repurcha,1,2007
lend relationship,1,2007
bank loan,1,2007
inform asymmetri,1,2007
hyperbol discount,1,2007
debt/equ underwrit,1,2007
indivis labor,1,2007
payout polici,1,2007
agenc theori,1,2007
financi distress,1,2007
save behavior,1,2007
tax,1,2007
self control,1,2007
q theori,1,2007
closed-form likelihood expan,1,2007
volatil proxi,1,2007
irrevers invest,1,2007
garch model,1,2007
japanes main bank,1,2007
cev model,1,2007
public off,1,2007
book build,1,2007
underpr,1,2007
partial adjust,1,2007
indirect bankruptci cost,1,2007
chapter 11,1,2007
ipo alloc,1,2007
contractu incomplet,1,2007
restat,1,2007
distanc to default,1,2007
financi frict,1,2007
capit structur,1,2007
risk–return tradeoff,1,2007
loss given default,1,2007
market react,1,2007
event studi,1,2007
asset specif,1,2007
illiquid,1,2007
board independ,1,2007
stock return,1,2007
forecast,1,2007
brokerag commiss,1,2007
board siz,1,2007
psycholog and econom,1,2007
corpor board,1,2007
invest bank relationship,1,2007
market shar,1,2007
cash,1,2007
durat analysi,1,2007
contagion,1,2007
risk premium,1,2007
analyst coverag,1,2007
household financ,1,2007
relationship-specif invest,1,2007
heston model,1,2007
implicit contract,1,2007
market pow,1,2007
buyer pow,1,2007
director reput,1,2007
financi fraud,1,2007
doubli stochast,1,2007
interlock directorship,1,2007
all-star analyst,1,2007
financi market and macroeconomi,1,2007
inform and market effici,1,2007
default,1,2007
relat wealth,1,2007
class action lawsuit,1,2007
intern financi market,1,2007
overinvest,1,2007
technolog innov,1,2007
right off,1,2008
manageri bia,1,2008
price discoveri,1,2008
certif,1,2008
capit account lib,1,2008
sell-sid analyst,1,2008
select model,1,2008
asset valuat,1,2008
credit spread,1,2008
loan,1,2008
structur model,1,2008
order flow,1,2008
ownership concentr,1,2008
renounc,1,2008
takeup,1,2008
valuat ratio,1,2008
hedg ratio,1,2008
bond,1,2008
financi integr,1,2008
time-vari expect return,1,2008
valu,1,2008
asset sal,1,2008
suppli chain,1,2008
contagion,1,2008
reput,1,2008
financi distress,1,2008
small firm,1,2008
hubri,1,2008
return to merg,1,2008
underreact,1,2008
intern stock market,1,2008
oil pric,1,2008
adr,1,2008
depositari receipt,1,2008
segment,1,2008
overconfid,1,2008
stock return,1,2008
vector autoregress,1,2008
merger and acquisit (m&a),1,2008
invest bank reput,1,2008
switch,1,2008
domin sharehold,1,2008
independ director,1,2008
media,1,2008
corpor risk manag,1,2008
firm-specif stock return variat,1,2008
fix incom,1,2008
corpor bond,1,2008
market microstructur,1,2008
invest polici,1,2008
financ polici,1,2008
properti insur,1,2008
undervalu,1,2008
debt,1,2008
return perform,1,2008
withdraw,1,2008
ex-dividend day,1,2008
corpor taxat,1,2008
inform trad,1,2008
transact volum,1,2008
liquid dynam,1,2008
manag forecast,1,2008
voluntari disclosur,1,2008
heterogen,1,2008
announc,1,2008
inform ev,1,2008
inform,1,2008
privat equ,1,2008
r&d,1,2008
innov,1,2008
intern,1,2008
dividend polici,1,2008
firm-level data,1,2008
miller-modigliani,1,2008
market cycl,1,2008
multin firm,1,2008
bank deregul,1,2008
excess control,1,2008
merger,1,2008
cost of capit,1,2008
regul fd,1,2008
financi constraint,1,2008
credit alloc,1,2008
subsidi,1,2008
export,1,2008
option gam,1,2008
segment market,1,2008
local bia,1,2008
lumpi invest,1,2008
liquid common,1,2008
time-to-build,1,2008
condit covari,1,2008
condit beta,1,2008
classifi board,1,2008
stagger board,1,2008
board,1,2008
institut ownership,1,2008
press,1,2008
icapm,1,2008
forecast precis for local and foreign stock,1,2008
analyst earn forecast,1,2008
home bia,1,2008
local analyst advantag,1,2008
seo,1,2008
expect hypothesi,1,2008
invest financ,1,2008
human capit,1,2008
investor activ,1,2008
financi intermedi,1,2008
earn,1,2008
systemat vs. idiosyncrat risk,1,2008
basket and index trad,1,2008
condit capm,1,2008
public trade equ,1,2008
polit risk,1,2008
regress discontinu,1,2008
earn smooth,1,2008
asset substitut,1,2008
risk-shift,1,2008
hedg,1,2008
intertempor hedg demand,1,2008
market risk premium,1,2008
bank loan,1,2008
term structur of interest r,1,2008
dynam capit structur,1,2008
market mak,1,2008
russia,1,2008
transpar,1,2008
corpor control,1,2008
ownership,1,2008
famili,1,2008
group,1,2008
deriv,1,2008
foreign direct invest,1,2008
entri deregul,1,2008
industri concentr,1,2008
cash-flow volatil,1,2008
period,1,2008
season,1,2008
out-of-sampl,1,2008
garch,1,2008
volatil term structur,1,2008
debt shift,1,2008
risk-manag,1,2008
financi structur,1,2008
risk av,1,2008
cost of debt,1,2008
corpor fraud,1,2008
financi restat,1,2008
corpor misreport,1,2008
privat,1,2008
state ownership,1,2008
interest rate risk,1,2008
tax,1,2008
dividend growth,1,2008
risk factor,1,2008
advers select,1,2008
reput concern,1,2008
secur regul,1,2008
stochast skew,1,2008
analyst forecast,1,2008
excess volatil,2,2008
growth,2,2008
ownership structur,2,2008
director,2,2008
ipo,2,2008
sarbanes-oxley,2,2008
antitakeov provi,2,2008
creativ destruct,2,2008
return predict,2,2008
econom growth,2,2008
underpr,1,2008
stochast risk premium,1,2008
return varianc,1,2008
new technolog bubbl,1,2008
financ pattern,1,2008
secur issuanc,1,2008
small and medium-s enterpri,1,2008
cash hold,1,2008
take-ov provi,1,2008
endogen,1,2008
flip,1,2008
board composit,2,2008
risk manag,1,2008
cross-sect return varianc,1,2008
return skew,1,2008
financ constraint,1,2008
delist r,1,2008
stochast discount factor,1,2008
intern economi,1,2008
repurcha,1,2008
heterogen belief,1,2008
sox,1,2008
board siz,2,2008
takeov,2,2008
merger and acquisit,3,2008
board of director,3,2008
invest,3,2008
auction,3,2008
market effici,3,2008
market tim,3,2008
payout polici,4,2008
capit structur,4,2008
bank,4,2008
initi public off,4,2008
acquisit,4,2008
asset pric,4,2008
liquid,6,2008
corpor govern,15,2008
unscent kalman filt,1,2008
dividend,3,2008
financi develop,3,2008
execut compen,3,2008
tobin q,3,2008
inform asymmetri,2,2008
real opt,2,2008
monitor,2,2008
earn manag,2,2008
analyst coverag,2,2008
ceo turnov,2,2008
stock repurcha,2,2008
intern financi market,2,2008
diversif,2,2008
share repurcha,2,2008
mutual fund,2,2008
credit risk,2,2008
underwrit,2,2008
emerg market,2,2008
ventur capit,3,2008
cross-list,3,2008
microstructur,2,2008
dualiti,1,2008
bankruptci,2,2008
board leadership,1,2008
busi stabil,1,2008
financi analyst,1,2008
secur and exchang commiss,1,2008
tobacco,1,2008
exposur,1,2008
currenc risk premium,1,2008
cost of equ,1,2008
industri competit,1,2008
intern asset pric,1,2008
distribut polici,1,2008
expropri cost,1,2008
govern,1,2008
penalti,1,2008
financi misrepres,1,2008
ceo pay,1,2008
cross-sel,1,2008
relationship,1,2008
individu investor,1,2008
benchmark,1,2008
price support,1,2008
factor analysi,1,2008
arbitrag price theori,1,2008
common subspac,1,2008
sharehold activ,1,2008
agenc cost of debt,1,2008
director reput,1,2008
cross-list premium,1,2008
director elect,1,2008
govern commit,1,2008
layoff,1,2008
elector turnov,1,2008
govern polici credibl,1,2008
public pension fund,1,2008
time-chang lévi process,1,2008
agenc,1,2008
econom valu,1,2008
price inform,1,2008
retail,1,2008
proxi vot,1,2008
entrepreneuri financ,1,2008
agenc conflict,1,2008
financ expert,1,2008
term structur,1,2008
swap rat,1,2008
privat equiti acquisit,1,2008
preferenti lend,1,2008
strateg uncertainti,1,2008
corrupt,1,2008
campaign contribut,1,2008
tax arbitrag,1,2008
dividend clientel,1,2008
corpor tax,1,2008
firm-specif variat,1,2008
bidder return,1,2008
inform technolog,1,2008
elect,1,2008
currenc opt,1,2008
target abnorm return,1,2008
busi cycl,1,2008
conflict of interest,1,2008
fraud,1,2008
institut investor,1,2008
intern capit market,1,2008
going-concern sal,1,2008
fire-s,1,2008
return rev,1,2008
manag turnov,1,2008
piecem liquid,1,2008
foreign exchang rate dynam,1,2008
econom integr,1,2008
capit realloc,1,2008
negoti,1,2008
stock opt,1,2008
financi perform,1,2008
firm valu,1,2008
secur regul,1,2009
execut compen,1,2009
inform shar,1,2009
bank lend,1,2009
corrupt,1,2009
board independ,1,2009
social ti,1,2009
manipul trad,1,2009
research and develop,1,2009
trade,1,2009
asset pric,1,2009
correl,1,2009
trade-off theori,1,2009
technolog shock,1,2009
patent,1,2009
technolog innov,1,2009
seo alloc,1,2009
financi develop,1,2009
enforc,1,2009
underwrit fe,1,2009
strateg inc,1,2009
announc effect,1,2009
technic analysi,1,2009
stock off,1,2009
withdrawn off,1,2009
cancel seo,1,2009
firm valuat,1,2009
director and offic ownership,1,2009
ownership dynam,1,2009
investor protect,1,2009
transact cost,1,2009
gross spread,1,2009
price impact,1,2009
seo,1,2009
inform product,1,2009
dividend growth,1,2009
reinvest,1,2009
benchmark,1,2009
flow,1,2009
effect spread,1,2009
trade rul,1,2009
r2,1,2009
asset alloc,1,2009
intern capit market,1,2009
empir corpor financ,1,2009
subsidiari debt,1,2009
insid trad,1,2009
stock gift,1,2009
econom growth,1,2009
intern financ,1,2009
insur,1,2009
accrual,1,2009
annuiti,1,2009
categor discrimin,1,2009
gender-bas pric,1,2009
earn manag,1,2009
invest,1,2009
insur regul,1,2009
coven,1,2009
flotat cost,1,2009
invest polici,1,2009
financ deci,1,2009
regul,1,2009
tax eva,1,2009
stochast sequenti gam,1,2009
stationari equilibrium,1,2009
limit order book,1,2009
market depth,1,2009
bid–ask spread,1,2009
underinvest,1,2009
overinvest,1,2009
learn,1,2009
leverag target,1,2009
market integr,1,2009
philanthropi,1,2009
intern market,1,2009
factor analysi,1,2009
cost of debt,1,2009
credit spread,1,2009
market for corpor control,1,2009
busi combin law,1,2009
trust,1,2009
convert bond arbitrag,1,2009
offer s,1,2009
conflict of interest,1,2009
accrual qu,1,2009
hidden liquid,1,2009
dark pool,1,2009
iceberg ord,1,2009
investor recognit,1,2009
incomplet inform,1,2009
stock market particip,1,2009
fair opinion,1,2009
differ of opinion,1,2009
limit to arbitrag,1,2009
short-sal constraint,1,2009
term structur of interest r,1,2009
affin model,1,2009
stochast volatil,1,2009
option market,1,2009
tobin q,1,2009
earn announc,1,2009
post-earn announc drift,1,2009
trade strategi,1,2009
trade volum,1,2009
merger,1,2009
inform and market effici,1,2009
trend chas,1,2009
deal premium,1,2009
announc return,1,2009
investor activ,1,2009
event studi,1,2009
corpor control,1,2009
predatori lend,1,2009
mortgag,1,2009
intern financi market,1,2009
volatil persist,1,2009
exit,1,2009
intern invest,1,2009
share issuanc,1,2009
intern return predict,1,2009
rais capit,1,2009
comov,1,2009
price,1,2009
privat equ,1,2009
subprim,1,2009
cross-sect of stock return,1,2009
bond ipo,1,2009
bond spread,1,2009
repurcha,1,2009
inform spillov,1,2009
labor market,1,2009
garch,1,2009
cashflow risk,1,2009
takeov premium,1,2009
toehold,1,2009
termin agr,1,2009
dividend,1,2009
merger negoti,1,2009
idiosyncrat risk,1,2009
cross-sect return,1,2009
analyst forecast revi,1,2009
law and financ,1,2009
stock return,1,2009
institut,1,2009
stock issu,1,2009
account inform,1,2009
target resist,1,2009
dechow and dichev model,1,2009
cash-flow uncertainti,1,2009
ceo pay,1,2009
bank relationship,1,2009
complex,1,2009
price disp,1,2009
oligopoli,1,2009
equiti return,1,2009
loan spread,1,2009
instrument cho,1,2009
bank regul,1,2009
signal,1,2009
financi institut,1,2009
syndic loan,1,2009
cost of capit,1,2009
bond hypothesi,1,2009
cost of equ,1,2009
specul,1,2009
latin america,1,2009
inform r,1,2009
time-vari,1,2009
financi risk,1,2009
high-frequ data,1,2009
crash,1,2009
long memori,1,2009
cross network,1,2009
privat acquisit,1,2009
bank,1,2009
growth,1,2009
collat,1,2009
valuat uncertainti,1,2009
withdrawn ipo,1,2009
redeploy,1,2009
religion,1,2009
debt overhang,1,2009
cross-bord invest,1,2009
financi integr,1,2009
diversif,1,2009
collater debt oblig,1,2009
airlin,1,2009
entrepreneurship,1,2009
creativ destruct,1,2009
dual class shar,1,2009
famili firm,1,2009
privat inform,1,2009
financi distress,1,2009
home bia,1,2009
intern equiti flow and return,1,2009
global privat inform,1,2009
cash flow,1,2009
behavior financ,1,2009
analyst coverag,1,2009
analyst optim,1,2009
rate,1,2009
corpor invest,1,2009
stock market liquid,1,2009
feedback mechan,1,2009
manageri compen,1,2009
blockhold interv,1,2009
ventur capit,1,2009
dynam invest,1,2009
product market competit,1,2009
disper,1,2009
asset price anomali,1,2009
firm perform,1,2009
perform,1,2009
syndic lend,1,2009
leverag,1,2009
impli volatil,2,2009
bargain,2,2009
initi public off,2,2009
factor model,2,2009
transpar,2,2009
credit r,2,2009
perform evalu,2,2009
style invest,2,2009
limit order market,2,2009
predict,3,2009
season equiti off,3,2009
asymmetr inform,3,2009
market effici,3,2009
financi constraint,3,2009
realiz volatil,1,2009
capit structur,4,2009
mutual fund,5,2009
liquid,6,2009
inform asymmetri,3,2009
renegoti,1,2009
hedg fund,2,2009
merger and acquisit,2,2009
conting risk,1,2009
market scrutini,1,2009
comput gam,1,2009
corpor cultur,1,2009
risk shar,1,2009
endogen inform acquisit,1,2009
risk av,1,2009
inform trad,1,2009
condit volatil,2,2009
disclosur qu,1,2009
institut investor,2,2009
risk manag,2,2009
competit,2,2009
hedg,2,2009
portfolio cho,2,2009
discount r,2,2009
return predict,2,2009
auction,2,2009
institut ownership,2,2009
ipo underpr,1,2009
corpor govern,3,2009
welfar,1,2009
time variat in risk and return,1,2009
excess volatil,1,2009
sin stock,1,2009
cash hold,1,2009
corpor liquid polici,1,2009
labor union,1,2009
overreact,1,2009
intern cross-list,1,2009
sarbanes-oxley act,1,2009
popular,1,2009
short-term,1,2009
dumb money,1,2009
faculti product,1,2009
firm boundari,1,2009
knowledge-bas industri,1,2009
theori of the firm,1,2009
treasuri bond market,1,2009
stochast risk av,1,2009
econom uncertainti,1,2009
equiti premium,1,2009
cost of equiti capit,1,2009
adverti,1,2009
exchang r,1,2009
expect stock return,1,2009
capit expenditur,1,2009
heteroskedast,1,2009
term structur,1,2009
extern habit,1,2009
restrict,1,2009
on-the-run bond,1,2009
herd,1,2009
stock opt,1,2009
locat,1,2009
aggreg stock return,1,2009
employe compen,1,2009
retent,1,2009
stock split,1,2009
trade continu,1,2009
liquid risk,1,2009
geographi,1,2009
off-the-run bond,1,2009
social norm,1,2009
asset price bubbl,1,2009
time seri,1,2009
egarch,1,2009
employ risk,1,2009
dividend price ratio,1,2009
implicit contract,1,2009
stock pric,1,2009
aggreg earn,1,2009
expect return,1,2009
expect earn,1,2009
mutual fund flow,1,2009
individu investor portfolio cho,1,2009
tax-motiv trad,1,2009
return chas,1,2009
option,1,2009
financi contract,1,2009
manageri risk tak,1,2009
macroeconom news announc,1,2009
treasuri market,1,2009
interest rate swap,1,2009
altern trade system,1,2009
term-structur model,1,2009
invest experi,1,2009
affin,1,2009
investor ag,1,2009
histor volatil,1,2009
compens inc,1,2009
option return,1,2009
cross-sect,1,2009
creditor right,1,2009
dividend polici,1,2009
order flow,1,2009
board of director,1,2009
board effect,1,2009
gender,1,2009
diver,1,2009
model uncertainti,1,2009
disagr,1,2009
agenc cost,1,2009
household financ,1,2009
mortgag cho,1,2009
bond risk premia,1,2009
toxic asset,1,2010
subprim cdo,1,2010
behavior financ,1,2010
disast,1,2010
market senti,1,2010
invest bank,1,2010
correl,1,2010
portfolio sort,1,2010
bid premium,1,2010
asset price model,1,2010
capm,1,2010
monoton test,1,2010
microstructur noi,1,2010
return premium,1,2010
bia correct,1,2010
merger,1,2010
roll critiqu,1,2010
revers effect,1,2010
financi constraint,1,2010
creditor protect,1,2010
subprim crisi,1,2010
fair valu account,1,2010
acquisit currenc,1,2010
lea,1,2010
asset liquid,1,2010
contagion,1,2010
asset-back secur,1,2010
uncertainti,1,2010
corpor lifecycl,1,2010
season equiti offer (seos),1,2010
auction,1,2010
risk manag,1,2010
corpor ventur capit,1,2010
entrepreneuri financ,1,2010
overconfid,1,2010
trade credit,1,2010
asset tangibl,1,2010
event effect,1,2010
implicit guarant,1,2010
incomplet contract,1,2010
valu premium,1,2010
merger negoti,1,2010
ceo turnov,1,2010
proxi reform,1,2010
systemat risk,1,2010
cash hold,1,2010
renegoti,1,2010
fund condit,1,2010
monetari condit,1,2010
independ director,1,2010
sudden death,1,2010
multi-market trad,1,2010
cross-list stock,1,2010
limit to arbitrag,1,2010
equiti tunnel,1,2010
preemptiv right,1,2010
deregul,1,2010
dilut,1,2010
bank risk tak,1,2010
habit,1,2010
inform shar,1,2010
cross-sect test,1,2010
cross-sect,1,2010
cash-flow risk,1,2010
lbo,1,2010
auction cost,1,2010
govern r,1,2010
latent competit,1,2010
econom growth,1,2010
market of secur,1,2010
follow-on off,1,2010
season equiti off,1,2010
bookbuild,1,2010
limit particip,1,2010
insur,1,2010
save,1,2010
consumpt,1,2010
prefer stock,1,2010
liquid pref,1,2010
power,1,2010
product market competit,1,2010
liquid risk,1,2010
interlock board,1,2010
lévi jump,1,2010
nonparametr test,1,2010
belief measur,1,2010
fals detect,1,2010
high-frequ data,1,2010
inform product,1,2010
volatil,1,2010
comov,1,2010
financi develop,1,2010
option,1,2010
stock,1,2010
trade volum,1,2010
inform,1,2010
subject expect,1,2010
heterogen in belief,1,2010
learn,1,2010
structur uncertainti,1,2010
the discount r,1,2010
prior,1,2010
invest frict,1,2010
short sale constraint,1,2010
freezeout,1,2010
famili firm,1,2010
non-tax cost,1,2010
agenc problem,1,2010
diversif discount,1,2010
ration learn model,1,2010
intern capit market,1,2010
tax aggress,1,2010
auction rate secur,1,2010
payoff complementar,1,2010
financi fragil,1,2010
mutual fund redempt,1,2010
empir portfolio cho,1,2010
risk av,1,2010
narrow fram,1,2010
auction failur,1,2010
market effici,1,2010
short interest,1,2010
financ polici,1,2010
benchmark,1,2010
activist arbitrag,1,2010
competit,1,2010
fx exposur,1,2010
deriv,1,2010
intern financ,1,2010
mispric,1,2010
market microstructur,1,2010
dual-class shar,1,2010
execut stock opt,1,2010
option valu,1,2010
exercis polici,1,2010
bank fragil,1,2010
investment-bas asset pric,1,2010
regul,1,2010
anti-takeov legisl,1,2010
director independ,1,2010
new director appoint,1,2010
director influenc,1,2010
home bia,1,2010
price impact,1,2010
market seg,1,2010
mutual fund hold,1,2010
closed-end fund,1,2010
communic,1,2010
feedback effect,1,2010
book-to-market effect,1,2010
intang inform,1,2010
overreact,1,2010
bond fund,1,2010
invest perform evalu,1,2010
noninterest incom shar,1,2010
wholesal fund,1,2010
diversif,1,2010
peer group,1,2010
asset price anomali,1,2010
dynam trad,1,2010
option lif,1,2010
predict densiti of consumpt growth,1,2010
risk-fre return,1,2010
cost of capit,1,2010
control sharehold,1,2010
mutual fund,2,2010
intern cross-list,1,2010
affin model,1,2010
reduced-form model,1,2010
callabl bond,1,2010
tarp,1,2010
investment-impli discount r,1,2010
invest euler equat,1,2010
sarbanes-oxley act,1,2010
stochast discount factor,1,2010
privat equiti firm,1,2010
blockhold,1,2010
sovereign wealth fund,1,2010
bank crisi,1,2010
continu time method,1,2010
behavior genet,1,2010
investor heterogen,1,2010
portfolio cho,1,2010
club deal,1,2010
specif test,1,2010
model select,1,2010
hansen-jagannathan distanc,1,2010
sharehold litig,1,2010
ownership concentr,1,2010
state ownership,1,2010
foreign ownership,1,2010
audit qu,1,2010
stock price synchron,1,2010
china,1,2010
reput,1,2010
bank financ,1,2010
new ventur,1,2010
intra-period risk,1,2010
first-passag probabl,1,2010
value-at-risk,1,2010
outsid director,1,2010
firm perform,1,2010
differ in belief,1,2010
board regul,1,2010
earn manag,1,2010
cfo,1,2010
compen,1,2010
initi public off,2,2010
illiquid,2,2010
hedg fund,2,2010
asymmetr inform,2,2010
arbitrag,2,2010
cash balanc,2,2010
short sal,2,2010
equiti premium,2,2010
incent,3,2010
financi crisi,3,2010
financ constraint,3,2010
market tim,3,2010
capit structur,4,2010
privat equ,4,2010
liquid,5,2010
asset pric,5,2010
corpor govern,10,2010
secur law,1,2010
cross-list,2,2010
monitor,1,2010
execut compen,2,2010
board of director,2,2010
default,2,2010
crisi,2,2010
institut investor,2,2010
ventur capit,2,2010
equiti inc,2,2010
leverag buyout,2,2010
govern,2,2010
busi cycl,2,2010
acquisit,2,2010
bailout,2,2010
univers bank,2,2010
inform asymmetri,2,2010
collat,2,2010
idiosyncrat risk,2,2010
inform trad,2,2010
securit,2,2010
firm valu,2,2010
hedg,2,2010
ceo compen,1,2010
creditor right,2,2010
certif,1,2010
fire sal,1,2010
system risk,1,2010
structur estim,1,2010
deadweight loss,1,2010
corpor invest,1,2010
cash,1,2010
corpor liquid,1,2010
credit,1,2010
invest spend,1,2010
privat benefit of control,1,2010
match estim,1,2010
accrual,1,2010
u-shap price kernel,1,2010
claim on the upsid,1,2010
monoton declin price kernel,1,2010
expect return,1,2010
liquid manag,1,2010
disclosur,1,2010
privat,1,2010
invest advisor,1,2010
chines economi,1,2010
jump-model,1,2010
polit connect,1,2010
govern ownership,1,2010
closed-form maximum-likelihood,1,2010
board interlock,1,2010
board network,1,2010
social network,1,2010
agenc cost,1,2010
bondhold,1,2010
state antitakeov law,1,2010
emerg market,1,2010
sec registr,1,2010
cost of debt,1,2010
freedom of the press,1,2010
local institut ownership,1,2010
stock return,1,2010
negat averag option return,1,2010
short-sel,1,2010
polit institut,1,2010
affin,1,2010
term structur,1,2010
emerg manag,1,2010
perform evalu,1,2010
welfar,1,2010
central bank polici,1,2010
analyst downgrad,1,2010
product,1,2010
market mak,1,2010
option pric,1,2010
foreign exchang,1,2010
proxi vot,1,2010
director elect,1,2010
peer effect and strateg complementar,1,2010
supermodular gam,1,2010
debt matur,1,2010
secur underwrit,1,2010
multifactor,1,2010
12h-6,1,2010
interest r,1,2010
incomplet market,1,2010
media,1,2010
peck ord,1,2010
favorit,1,2010
control transact,1,2010
cross section of return,1,2010
secur issuanc,1,2010
debt,1,2010
margin tax r,1,2010
financi distress,1,2010
leverag,1,2010
tax,1,2010
bankruptci cost,1,2010
market,1,2010
portfolio manag,1,2010
labor incom risk,1,2010
interest rate risk,1,2010
name manag,1,2010
block pric,1,2010
life-cycl,1,2010
idiosyncrat volatil,1,2011
skew pref,1,2011
foreclosur,1,2011
lottery-lik payoff,1,2011
delist,1,2011
firm life expect,1,2011
bank supervi,1,2011
convert debt,1,2011
book-to-market effect,1,2011
cross-sect return predict,1,2011
convert arbitrag,1,2011
competit and reput,1,2011
stock repurcha,1,2011
secur issuanc,1,2011
long-run perform,1,2011
extrem return,1,2011
volatil smil,1,2011
portfolio insur,1,2011
inform qu,1,2011
mean–vari analysi,1,2011
paramet uncertainti,1,2011
structur product,1,2011
natur disast,1,2011
financi innov,1,2011
deriv,1,2011
short sel,1,2011
access to credit,1,2011
apprais ratio,1,2011
value-reduc acquisit,1,2011
financi flexibl,1,2011
price,1,2011
share issuanc,1,2011
cash sav,1,2011
precautionari motiv,1,2011
rais capit,1,2011
durabl consumpt,1,2011
hazard model,1,2011
invest spik,1,2011
welfar,1,2011
sharp ratio,1,2011
buy-writ,1,2011
payday lend,1,2011
acceler share repurcha,1,2011
credit crisi,1,2011
financ polici,1,2011
bank lend,1,2011
corrupt,1,2011
media concentr,1,2011
buy pow,1,2011
ownership,1,2011
benchmark,1,2011
peer group,1,2011
ceo pay,1,2011
cross-hold,1,2011
sharehold pref,1,2011
lbo,1,2011
termin,1,2011
famili busi,1,2011
leverag,1,2011
stakehold,1,2011
kld rate,1,2011
endogen,1,2011
ceo inc,1,2011
vote,1,2011
inform trad,1,2011
capit alloc,1,2011
perform persist,1,2011
pay distribut,1,2011
disclosur,1,2011
bankruptci cod,1,2011
corpor reorgan,1,2011
employe treat,1,2011
diversif,1,2011
intern equiti market,1,2011
intern diversif,1,2011
bank crisi,1,2011
russian default,1,2011
credit crunch,1,2011
asset-back secur,1,2011
contagion,1,2011
inform spillov,1,2011
merger wav,1,2011
variabl of return,1,2011
opportunist tim,1,2011
dynam capit structur,1,2011
frontier market,1,2011
option pric,1,2011
intern pay equ,1,2011
pay-perform sensit,1,2011
carri trad,1,2011
slope,1,2011
equiti durat,1,2011
analyst coverag,1,2011
voluntari disclosur,1,2011
capit market,1,2011
bargain,1,2011
negoti,1,2011
busi cycl,1,2011
price kernel,1,2011
macroeconom announc,1,2011
revi,1,2011
geographi,1,2011
currenc specul,1,2011
countri popular,1,2011
corpor tax integr,1,2011
flow-through ent,1,2011
tax clientel,1,2011
implicit tax,1,2011
stock return predict,1,2011
busi fluctuat,1,2011
financi market and the macroeconomi,1,2011
jump risk,1,2011
impli volatil smil,1,2011
price discoveri,1,2011
employe stock option plan,1,2011
inform preci,1,2011
select bia,1,2011
forward volatil agr,1,2011
inform asymmetri,1,2011
fund alpha,1,2011
insid excess control right,1,2011
financi constraint,1,2011
excess control right,1,2011
control-ownership wedg,1,2011
cost of debt,1,2011
deleg,1,2011
agenc,1,2011
general equilibrium,1,2011
intang,1,2011
underreact,1,2011
human capit,1,2011
investor capit flow,1,2011
social respons invest,1,2011
liquidity-adjust capit asset price model,1,2011
common in liquid,1,2011
market seg,1,2011
mild segment market,1,2011
money manag,1,2011
unbias,1,2011
volatil specul,1,2011
proxi access,1,2011
bank manag,1,2011
lend channel,1,2011
monetari polici,1,2011
index,1,2011
intern financ,1,2011
long-term return,1,2011
dollar-weight,1,2011
zero return,1,2011
competit market,1,2011
stock market particip,1,2011
clientel,1,2011
manageri skil,1,2011
macroeconom variabl,1,2011
fund liquid,1,2011
redempt g,1,2011
sovereign wealth fund,1,2011
cross-bord invest,1,2011
bank lend channel,1,2011
loan suppli,1,2011
consum lend,1,2011
arbitrag,1,2011
relationship,1,2011
hold-up,1,2011
short-sel,1,2011
privat inform,1,2011
conflict of interest,1,2011
fire sal,1,2011
price pressur,1,2011
corpor bond,1,2011
insur compani,1,2011
foreign exchang,1,2011
taxat,1,2011
develop market,1,2011
emerg market,1,2011
stage financ,1,2011
event studi,1,2011
philat,1,2011
dividend polici,1,2011
discount r,1,2011
distress risk,1,2011
manageri share ownership,1,2011
r&d,1,2011
institut ownership concentr,1,2011
financ constraint,1,2011
continuous-tim contract,1,2011
cara (exponential) pref,1,2011
firm growth,1,2011
size-heterogen,1,2011
disagr,1,2011
religion,1,2011
jump-risk premium,1,2011
privat equ,1,2011
long-run risk,1,2011
skew,1,2011
term structur of real interest r,1,2011
limit to arbitrag,1,2011
coordin risk,1,2011
fragil capit structur,1,2011
closed-end fund,1,2011
discount,1,2011
tax capit,1,2011
unreal capit gain,1,2011
loan,1,2011
announc,1,2011
manageri myopia,1,2011
stamp,1,2011
default and term beta,1,2011
